period,region,sku,sales amount,pandemic
2/1/2020,Sumatera,SKU12354,3995.9,0
3/1/2020,Sumatera,SKU12354,3787.9,0
4/1/2020,Sumatera,SKU12354,3834.2,1
5/1/2020,Sumatera,SKU12354,1801.8,1
6/1/2020,Sumatera,SKU12354,2515.2,1
7/1/2020,Sumatera,SKU12354,2288.6,1
8/1/2020,Sumatera,SKU12354,2596.1,1
9/1/2020,Sumatera,SKU12354,2356.5,1
10/1/2020,Sumatera,SKU12354,3454.1,1
11/1/2020,Sumatera,SKU12354,3452.4,1
12/1/2020,Sumatera,SKU12354,4207.1,1
1/1/2021,Sumatera,SKU12354,4140.5,1
2/1/2021,Sumatera,SKU12354,4373.1,1
3/1/2021,Sumatera,SKU12354,4419.5,1
4/1/2021,Sumatera,SKU12354,3465.5,1
5/1/2021,Sumatera,SKU12354,3461.5,1
6/1/2021,Sumatera,SKU12354,4111.5,1
7/1/2021,Sumatera,SKU12354,3766.2,1
8/1/2021,Sumatera,SKU12354,3634.1,1
9/1/2021,Sumatera,SKU12354,4128,1
10/1/2021,Sumatera,SKU12354,4442.2,1
11/1/2021,Sumatera,SKU12354,4478.4,1
12/1/2021,Sumatera,SKU12354,5078,1
1/1/2022,Sumatera,SKU12354,5354.3,1
1/1/2019,Sumatera,SKU12354,3990.5,0
2/1/2019,Sumatera,SKU12354,3607.8,0
3/1/2019,Sumatera,SKU12354,3559.8,0
4/1/2019,Sumatera,SKU12354,3564.6,0
5/1/2019,Sumatera,SKU12354,4064.5,0
6/1/2019,Sumatera,SKU12354,3755.9,0
7/1/2019,Sumatera,SKU12354,3947.2,0
8/1/2019,Sumatera,SKU12354,3586.2,0
9/1/2019,Sumatera,SKU12354,3238.7,0
10/1/2019,Sumatera,SKU12354,3069.3,0
11/1/2019,Sumatera,SKU12354,3404.5,0
12/1/2019,Sumatera,SKU12354,4456.4,0
1/1/2020,Sumatera,SKU12354,3855.5,0
2/1/2020,Sumatera,SKU12354,2790.7,0
3/1/2020,Sumatera,SKU12354,3004.8,0
4/1/2020,Sumatera,SKU12354,3062.4,1
5/1/2020,Sumatera,SKU12354,2886.9,1
6/1/2020,Sumatera,SKU12354,3218.5,1
7/1/2020,Sumatera,SKU12354,3315.4,1
8/1/2020,Sumatera,SKU12354,2808.4,1
9/1/2020,Sumatera,SKU12354,2612.5,1
10/1/2020,Sumatera,SKU12354,3054.4,1
11/1/2020,Sumatera,SKU12354,2805.9,1
12/1/2020,Sumatera,SKU12354,3007.8,1
1/1/2021,Sumatera,SKU12354,2714.9,1
2/1/2021,Sumatera,SKU12354,2759.4,1
3/1/2021,Sumatera,SKU12354,2536.2,1
4/1/2021,Sumatera,SKU12354,2320.3,1
5/1/2021,Sumatera,SKU12354,2900.9,1
6/1/2021,Sumatera,SKU12354,2745,1
7/1/2021,Sumatera,SKU12354,3273.9,1
8/1/2021,Sumatera,SKU12354,3423.8,1
9/1/2021,Sumatera,SKU12354,3838.9,1
10/1/2021,Sumatera,SKU12354,3891.7,1
11/1/2021,Sumatera,SKU12354,4696.1,1
12/1/2021,Sumatera,SKU12354,3977.8,1
1/1/2022,Sumatera,SKU12354,4074.8,1
1/1/2019,Sumatera,sku6543,2730.1,0
2/1/2019,Sumatera,sku6543,1965.6,0
3/1/2019,Sumatera,sku6543,2105.9,0
4/1/2019,Sumatera,sku6543,2127.8,0
5/1/2019,Sumatera,sku6543,1678.9,0
6/1/2019,Sumatera,sku6543,2235.5,0
7/1/2019,Sumatera,sku6543,3382.7,0
8/1/2019,Sumatera,sku6543,2985.7,0
9/1/2019,Sumatera,sku6543,3823.8,0
10/1/2019,Sumatera,sku6543,3370.5,0
11/1/2019,Sumatera,sku6543,3065.2,0
12/1/2019,Sumatera,sku6543,3110,0
1/1/2020,Sumatera,sku6543,2784.6,0
2/1/2020,Sumatera,sku6543,2518.4,0
3/1/2020,Sumatera,sku6543,2271.1,0
4/1/2020,Sumatera,sku6543,2885.4,1
5/1/2020,Sumatera,sku6543,2077.7,1
6/1/2020,Sumatera,sku6543,2019.1,1
7/1/2020,Sumatera,sku6543,2714.1,1
8/1/2020,Sumatera,sku6543,2895.6,1
9/1/2020,Sumatera,sku6543,2950.9,1
10/1/2020,Sumatera,sku6543,3300.3,1
11/1/2020,Sumatera,sku6543,3189.5,1
12/1/2020,Sumatera,sku6543,2865.3,1
1/1/2021,Sumatera,sku6543,2811.4,1
2/1/2021,Sumatera,sku6543,2175.4,1
3/1/2021,Sumatera,sku6543,1771.4,1
4/1/2021,Sumatera,sku6543,2014.6,1
5/1/2021,Sumatera,sku6543,1729.9,1
6/1/2021,Sumatera,sku6543,1556.5,1
7/1/2021,Sumatera,sku6543,1735.6,1
8/1/2021,Sumatera,sku6543,1846,1
9/1/2021,Sumatera,sku6543,2734.9,1
10/1/2021,Sumatera,sku6543,3374.8,1
11/1/2021,Sumatera,sku6543,3831.3,1
12/1/2021,Sumatera,sku6543,4006.2,1
1/1/2022,Sumatera,sku6543,3437.8,1
1/1/2019,Sumatera,sku43,4235.7,0
2/1/2019,Sumatera,sku43,3950.8,0
3/1/2019,Sumatera,sku43,4228.6,0
4/1/2019,Sumatera,sku43,4598.6,0
5/1/2019,Sumatera,sku43,4868.5,0
6/1/2019,Sumatera,sku43,4167.7,0
7/1/2019,Sumatera,sku43,4713.5,0
8/1/2019,Sumatera,sku43,4187.6,0
9/1/2019,Sumatera,sku43,4428.9,0
10/1/2019,Sumatera,sku43,3721.3,0
11/1/2019,Sumatera,sku43,4099.4,0
12/1/2019,Sumatera,sku43,3939.4,0
1/1/2020,Sumatera,sku43,5367.8,0
2/1/2020,Sumatera,sku43,4402.6,0
3/1/2020,Sumatera,sku43,4979.7,0
4/1/2020,Sumatera,sku43,3755.9,1
5/1/2020,Sumatera,sku43,2661.6,1
6/1/2020,Sumatera,sku43,3066.6,1
7/1/2020,Sumatera,sku43,3008.9,1
8/1/2020,Sumatera,sku43,3501.3,1
9/1/2020,Sumatera,sku43,3550.4,1
10/1/2020,Sumatera,sku43,3886.5,1
11/1/2020,Sumatera,sku43,3922.9,1
12/1/2020,Sumatera,sku43,4725.4,1
1/1/2021,Sumatera,sku43,3743.6,1
2/1/2021,Sumatera,sku43,3574.7,1
3/1/2021,Sumatera,sku43,3960.7,1
4/1/2021,Sumatera,sku43,4154,1
5/1/2021,Sumatera,sku43,3495.7,1
6/1/2021,Sumatera,sku43,5478.5,1
7/1/2021,Sumatera,sku43,5757.3,1
8/1/2021,Sumatera,sku43,5867.2,1
9/1/2021,Sumatera,sku43,5487.5,1
10/1/2021,Sumatera,sku43,6744.9,1
11/1/2021,Sumatera,sku43,6524.1,1
12/1/2021,Sumatera,sku43,6068.8,1
1/1/2022,Sumatera,sku43,6137.7,1
1/1/2019,Sumatera,sku788,2546.7,0
2/1/2019,Sumatera,sku788,2431.3,0
3/1/2019,Sumatera,sku788,3859.3,0
4/1/2019,Sumatera,sku788,2901,0
5/1/2019,Sumatera,sku788,2303,0
6/1/2019,Sumatera,sku788,2857.5,0
7/1/2019,Sumatera,sku788,2886.2,0
8/1/2019,Sumatera,sku788,3089.6,0
9/1/2019,Sumatera,sku788,2703.7,0
10/1/2019,Sumatera,sku788,2322.4,0
11/1/2019,Sumatera,sku788,2034,0
12/1/2019,Sumatera,sku788,1743.8,0
1/1/2020,Sumatera,sku788,1878.4,0
2/1/2020,Sumatera,sku788,1866.2,0
3/1/2020,Sumatera,sku788,2402.9,0
4/1/2020,Sumatera,sku788,2772.3,1
5/1/2020,Sumatera,sku788,2256.8,1
6/1/2020,Sumatera,sku788,2595.4,1
7/1/2020,Sumatera,sku788,1835.9,1
8/1/2020,Sumatera,sku788,2252,1
9/1/2020,Sumatera,sku788,2128.1,1
10/1/2020,Sumatera,sku788,1948,1
11/1/2020,Sumatera,sku788,1777.6,1
12/1/2020,Sumatera,sku788,2360.4,1
1/1/2021,Sumatera,sku788,2387.7,1
2/1/2021,Sumatera,sku788,2421.2,1
3/1/2021,Sumatera,sku788,2799.1,1
4/1/2021,Sumatera,sku788,2415.5,1
5/1/2021,Sumatera,sku788,3027.3,1
6/1/2021,Sumatera,sku788,3050.4,1
7/1/2021,Sumatera,sku788,2804.6,1
8/1/2021,Sumatera,sku788,2318.8,1
9/1/2021,Sumatera,sku788,2520.4,1
10/1/2021,Sumatera,sku788,2606.5,1
11/1/2021,Sumatera,sku788,3009.7,1
12/1/2021,Sumatera,sku788,3236.8,1
1/1/2022,Sumatera,sku788,3309.1,1
1/1/2019,Sumatera,sku6544,1995.2,0
2/1/2019,Sumatera,sku6544,1445.4,0
3/1/2019,Sumatera,sku6544,1999.2,0
4/1/2019,Sumatera,sku6544,1730.8,0
5/1/2019,Sumatera,sku6544,1875.7,0
6/1/2019,Sumatera,sku6544,1739.4,0
7/1/2019,Sumatera,sku6544,1875.6,0
8/1/2019,Sumatera,sku6544,2338.9,0
9/1/2019,Sumatera,sku6544,2154.1,0
10/1/2019,Sumatera,sku6544,2183.6,0
11/1/2019,Sumatera,sku6544,2467,0
12/1/2019,Sumatera,sku6544,2422.4,0
1/1/2020,Sumatera,sku6544,2286.9,0
2/1/2020,Sumatera,sku6544,2386.5,0
3/1/2020,Sumatera,sku6544,2439.8,0
4/1/2020,Sumatera,sku6544,1717.9,1
5/1/2020,Sumatera,sku6544,1447.8,1
6/1/2020,Sumatera,sku6544,1721.4,1
7/1/2020,Sumatera,sku6544,1514.4,1
8/1/2020,Sumatera,sku6544,1473.1,1
9/1/2020,Sumatera,sku6544,1549.5,1
10/1/2020,Sumatera,sku6544,1281,1
11/1/2020,Sumatera,sku6544,1744.8,1
12/1/2020,Sumatera,sku6544,1830.4,1
1/1/2021,Sumatera,sku6544,2007,1
2/1/2021,Sumatera,sku6544,1272.5,1
3/1/2021,Sumatera,sku6544,1502.6,1
4/1/2021,Sumatera,sku6544,1538.1,1
5/1/2021,Sumatera,sku6544,1392.6,1
6/1/2021,Sumatera,sku6544,1769.9,1
7/1/2021,Sumatera,sku6544,1820.4,1
8/1/2021,Sumatera,sku6544,1988.3,1
9/1/2021,Sumatera,sku6544,2163.8,1
10/1/2021,Sumatera,sku6544,3013.1,1
11/1/2021,Sumatera,sku6544,3660.8,1
12/1/2021,Sumatera,sku6544,3494.9,1
1/1/2022,Sumatera,sku6544,4253.7,1
1/1/2019,Sulawesi,sku 141,296558.5,0
2/1/2019,Sulawesi,sku 141,263321.6,0
3/1/2019,Sulawesi,sku 141,291395.7,0
4/1/2019,Sulawesi,sku 141,289462.6,0
5/1/2019,Sulawesi,sku 141,293669.3,0
6/1/2019,Sulawesi,sku 141,276726.6,0
7/1/2019,Sulawesi,sku 141,301211.7,0
8/1/2019,Sulawesi,sku 141,300349.5,0
9/1/2019,Sulawesi,sku 141,292184.5,0
10/1/2019,Sulawesi,sku 141,316647.1,0
11/1/2019,Sulawesi,sku 141,306684.4,0
12/1/2019,Sulawesi,sku 141,328086.8,0
1/1/2020,Sulawesi,sku 141,326507.2,0
2/1/2020,Sulawesi,sku 141,314028.3,0
3/1/2020,Sulawesi,sku 141,308034.6,0
4/1/2020,Sulawesi,sku 141,251823.8,1
5/1/2020,Sulawesi,sku 141,207772.5,1
6/1/2020,Sulawesi,sku 141,217651.1,1
7/1/2020,Sulawesi,sku 141,214041.6,1
8/1/2020,Sulawesi,sku 141,235880.9,1
9/1/2020,Sulawesi,sku 141,244267.6,1
10/1/2020,Sulawesi,sku 141,257875.3,1
11/1/2020,Sulawesi,sku 141,270100.6,1
12/1/2020,Sulawesi,sku 141,278384.5,1
1/1/2021,Sulawesi,sku 141,276045.9,1
2/1/2021,Sulawesi,sku 141,257050.4,1
3/1/2021,Sulawesi,sku 141,270061.8,1
4/1/2021,Sulawesi,sku 141,278837.1,1
5/1/2021,Sulawesi,sku 141,279996.3,1
6/1/2021,Sulawesi,sku 141,293370.9,1
7/1/2021,Sulawesi,sku 141,291876.8,1
8/1/2021,Sulawesi,sku 141,299684.6,1
9/1/2021,Sulawesi,sku 141,307563.9,1
10/1/2021,Sulawesi,sku 141,344159.6,1
11/1/2021,Sulawesi,sku 141,351299.7,1
12/1/2021,Sulawesi,sku 141,364219.8,1
1/1/2022,Sulawesi,sku 141,370251.5,1
1/1/2019,Sulawesi,sku 341,161375.3,0
2/1/2019,Sulawesi,sku 341,138473.2,0
3/1/2019,Sulawesi,sku 341,153794.1,0
4/1/2019,Sulawesi,sku 341,153981.6,0
5/1/2019,Sulawesi,sku 341,156172.7,0
6/1/2019,Sulawesi,sku 341,145069.2,0
7/1/2019,Sulawesi,sku 341,160622.1,0
8/1/2019,Sulawesi,sku 341,157740,0
9/1/2019,Sulawesi,sku 341,146728.3,0
10/1/2019,Sulawesi,sku 341,158264.7,0
11/1/2019,Sulawesi,sku 341,154866.9,0
12/1/2019,Sulawesi,sku 341,169235.8,0
1/1/2020,Sulawesi,sku 341,167900.5,0
2/1/2020,Sulawesi,sku 341,159987.9,0
3/1/2020,Sulawesi,sku 341,161602.3,0
4/1/2020,Sulawesi,sku 341,130593.5,1
5/1/2020,Sulawesi,sku 341,108523.6,1
6/1/2020,Sulawesi,sku 341,109188.9,1
7/1/2020,Sulawesi,sku 341,103403.1,1
8/1/2020,Sulawesi,sku 341,118949.3,1
9/1/2020,Sulawesi,sku 341,125220.6,1
10/1/2020,Sulawesi,sku 341,131177,1
11/1/2020,Sulawesi,sku 341,136079.7,1
12/1/2020,Sulawesi,sku 341,134781.7,1
1/1/2021,Sulawesi,sku 341,129659.1,1
2/1/2021,Sulawesi,sku 341,124747.6,1
3/1/2021,Sulawesi,sku 341,130342.4,1
4/1/2021,Sulawesi,sku 341,135896.7,1
5/1/2021,Sulawesi,sku 341,135161.2,1
6/1/2021,Sulawesi,sku 341,140057,1
7/1/2021,Sulawesi,sku 341,133867.5,1
8/1/2021,Sulawesi,sku 341,140092.4,1
9/1/2021,Sulawesi,sku 341,140901.8,1
10/1/2021,Sulawesi,sku 341,159261,1
11/1/2021,Sulawesi,sku 341,156982,1
12/1/2021,Sulawesi,sku 341,166567,1
1/1/2022,Sulawesi,sku 341,171681.4,1
1/1/2019,Sulawesi,sku87,4331,0
2/1/2019,Sulawesi,sku87,3474,0
3/1/2019,Sulawesi,sku87,3607,0
4/1/2019,Sulawesi,sku87,3577.2,0
5/1/2019,Sulawesi,sku87,3473.9,0
6/1/2019,Sulawesi,sku87,3949.2,0
7/1/2019,Sulawesi,sku87,3715.5,0
8/1/2019,Sulawesi,sku87,3385.6,0
9/1/2019,Sulawesi,sku87,3107.2,0
10/1/2019,Sulawesi,sku87,2933.7,0
11/1/2019,Sulawesi,sku87,3502.6,0
12/1/2019,Sulawesi,sku87,3426.5,0
1/1/2020,Sulawesi,sku87,3322.3,0
2/1/2020,Sulawesi,sku87,2980.4,0
3/1/2020,Sulawesi,sku87,3336.1,0
4/1/2020,Sulawesi,sku87,3196.7,1
5/1/2020,Sulawesi,sku87,2552.4,1
6/1/2020,Sulawesi,sku87,2947.8,1
7/1/2020,Sulawesi,sku87,3268.1,1
8/1/2020,Sulawesi,sku87,4194.1,1
9/1/2020,Sulawesi,sku87,4463.2,1
10/1/2020,Sulawesi,sku87,5177.5,1
11/1/2020,Sulawesi,sku87,4886.3,1
12/1/2020,Sulawesi,sku87,3360.7,1
1/1/2021,Sulawesi,sku87,3903.6,1
2/1/2021,Sulawesi,sku87,2920.6,1
3/1/2021,Sulawesi,sku87,3129.7,1
4/1/2021,Sulawesi,sku87,2795.3,1
5/1/2021,Sulawesi,sku87,2997.5,1
6/1/2021,Sulawesi,sku87,3129.6,1
7/1/2021,Sulawesi,sku87,2790.9,1
8/1/2021,Sulawesi,sku87,2699.8,1
9/1/2021,Sulawesi,sku87,3495.1,1
10/1/2021,Sulawesi,sku87,3529.8,1
11/1/2021,Sulawesi,sku87,3152.5,1
12/1/2021,Sulawesi,sku87,3494.1,1
1/1/2022,Sulawesi,sku87,3503,1
1/1/2019,Sulawesi,sku12,4331,0
2/1/2019,Sulawesi,sku12,3474,0
3/1/2019,Sulawesi,sku12,3607,0
4/1/2019,Sulawesi,sku12,3577.2,0
5/1/2019,Sulawesi,sku12,3473.9,0
6/1/2019,Sulawesi,sku12,3949.2,0
7/1/2019,Sulawesi,sku12,3715.5,0
8/1/2019,Sulawesi,sku12,3385.6,0
9/1/2019,Sulawesi,sku12,3107.2,0
10/1/2019,Sulawesi,sku12,2933.7,0
11/1/2019,Sulawesi,sku12,3502.6,0
12/1/2019,Sulawesi,sku12,3426.5,0
1/1/2020,Sulawesi,sku12,3322.3,0
2/1/2020,Sulawesi,sku12,2980.4,0
3/1/2020,Sulawesi,sku12,3336.1,0
4/1/2020,Sulawesi,sku12,3196.7,1
5/1/2020,Sulawesi,sku12,2552.4,1
6/1/2020,Sulawesi,sku12,2947.8,1
7/1/2020,Sulawesi,sku12,3268.1,1
8/1/2020,Sulawesi,sku12,4191.8,1
9/1/2020,Sulawesi,sku12,4384.4,1
10/1/2020,Sulawesi,sku12,5028.4,1
11/1/2020,Sulawesi,sku12,4737,1
12/1/2020,Sulawesi,sku12,3242.4,1
1/1/2021,Sulawesi,sku12,3734,1
2/1/2021,Sulawesi,sku12,2872.3,1
3/1/2021,Sulawesi,sku12,3128.9,1
4/1/2021,Sulawesi,sku12,2795.1,1
5/1/2021,Sulawesi,sku12,2997.5,1
6/1/2021,Sulawesi,sku12,3114.4,1
7/1/2021,Sulawesi,sku12,2712.3,1
8/1/2021,Sulawesi,sku12,2527.6,1
9/1/2021,Sulawesi,sku12,3339.9,1
10/1/2021,Sulawesi,sku12,3296.4,1
11/1/2021,Sulawesi,sku12,2933.6,1
12/1/2021,Sulawesi,sku12,3328.2,1
1/1/2022,Sulawesi,sku12,3326.9,1
1/1/2019,Sulawesi,sku555,NA,0
2/1/2019,Sulawesi,sku555,NA,0
3/1/2019,Sulawesi,sku555,NA,0
4/1/2019,Sulawesi,sku555,NA,0
5/1/2019,Sulawesi,sku555,NA,0
6/1/2019,Sulawesi,sku555,NA,0
7/1/2019,Sulawesi,sku555,NA,0
8/1/2019,Sulawesi,sku555,NA,0
9/1/2019,Sulawesi,sku555,NA,0
10/1/2019,Sulawesi,sku555,NA,0
11/1/2019,Sulawesi,sku555,NA,0
12/1/2019,Sulawesi,sku555,NA,0
1/1/2020,Sulawesi,sku555,NA,0
2/1/2020,Sulawesi,sku555,NA,0
3/1/2020,Sulawesi,sku555,NA,0
4/1/2020,Sulawesi,sku555,NA,1
5/1/2020,Sulawesi,sku555,NA,1
6/1/2020,Sulawesi,sku555,NA,1
7/1/2020,Sulawesi,sku555,NA,1
8/1/2020,Sulawesi,sku555,2.3,1
9/1/2020,Sulawesi,sku555,78.8,1
10/1/2020,Sulawesi,sku555,149,1
11/1/2020,Sulawesi,sku555,149.2,1
12/1/2020,Sulawesi,sku555,118.3,1
1/1/2021,Sulawesi,sku555,169.6,1
2/1/2021,Sulawesi,sku555,48.3,1
3/1/2021,Sulawesi,sku555,0.7,1
4/1/2021,Sulawesi,sku555,0.2,1
5/1/2021,Sulawesi,sku555,0,1
6/1/2021,Sulawesi,sku555,15.2,1
7/1/2021,Sulawesi,sku555,78.5,1
8/1/2021,Sulawesi,sku555,172.3,1
9/1/2021,Sulawesi,sku555,155.2,1
10/1/2021,Sulawesi,sku555,233.3,1
11/1/2021,Sulawesi,sku555,218.9,1
12/1/2021,Sulawesi,sku555,165.9,1
1/1/2022,Sulawesi,sku555,176.2,1
1/1/2019,Sulawesi,sku76,23465.3,0
2/1/2019,Sulawesi,sku76,20768,0
3/1/2019,Sulawesi,sku76,26554.9,0
4/1/2019,Sulawesi,sku76,25219.8,0
5/1/2019,Sulawesi,sku76,25157.9,0
6/1/2019,Sulawesi,sku76,24080.2,0
7/1/2019,Sulawesi,sku76,23723.1,0
8/1/2019,Sulawesi,sku76,25926.6,0
9/1/2019,Sulawesi,sku76,26433.1,0
10/1/2019,Sulawesi,sku76,31848.3,0
11/1/2019,Sulawesi,sku76,31020.6,0
12/1/2019,Sulawesi,sku76,32840.7,0
1/1/2020,Sulawesi,sku76,34749.6,0
2/1/2020,Sulawesi,sku76,34626.5,0
3/1/2020,Sulawesi,sku76,34722.1,0
4/1/2020,Sulawesi,sku76,27477.6,1
5/1/2020,Sulawesi,sku76,21795.7,1
6/1/2020,Sulawesi,sku76,23365.8,1
7/1/2020,Sulawesi,sku76,24248.1,1
8/1/2020,Sulawesi,sku76,27448.2,1
9/1/2020,Sulawesi,sku76,29484,1
10/1/2020,Sulawesi,sku76,34279.7,1
11/1/2020,Sulawesi,sku76,36609.9,1
12/1/2020,Sulawesi,sku76,40548.8,1
1/1/2021,Sulawesi,sku76,41704.9,1
2/1/2021,Sulawesi,sku76,37389.9,1
3/1/2021,Sulawesi,sku76,39218.3,1
4/1/2021,Sulawesi,sku76,41443.9,1
5/1/2021,Sulawesi,sku76,43274.5,1
6/1/2021,Sulawesi,sku76,45857.3,1
7/1/2021,Sulawesi,sku76,47982.4,1
8/1/2021,Sulawesi,sku76,45604.2,1
9/1/2021,Sulawesi,sku76,44423.6,1
10/1/2021,Sulawesi,sku76,49185.6,1
11/1/2021,Sulawesi,sku76,50652.5,1
12/1/2021,Sulawesi,sku76,53089.5,1
1/1/2022,Sulawesi,sku76,47317.2,1
1/1/2019,Sulawesi,SKU12354,10781.9,0
2/1/2019,Sulawesi,SKU12354,11995.6,0
3/1/2019,Sulawesi,SKU12354,13136.1,0
4/1/2019,Sulawesi,SKU12354,10799.5,0
5/1/2019,Sulawesi,SKU12354,10374.7,0
6/1/2019,Sulawesi,SKU12354,12020,0
7/1/2019,Sulawesi,SKU12354,12351.5,0
8/1/2019,Sulawesi,SKU12354,11837.8,0
9/1/2019,Sulawesi,SKU12354,13322.7,0
10/1/2019,Sulawesi,SKU12354,14899.3,0
11/1/2019,Sulawesi,SKU12354,14333.6,0
12/1/2019,Sulawesi,SKU12354,14963.2,0
1/1/2020,Sulawesi,SKU12354,14488.7,0
2/1/2020,Sulawesi,SKU12354,16238.5,0
3/1/2020,Sulawesi,SKU12354,10755.7,0
4/1/2020,Sulawesi,SKU12354,9405.2,1
5/1/2020,Sulawesi,SKU12354,9312.4,1
6/1/2020,Sulawesi,SKU12354,10310.5,1
7/1/2020,Sulawesi,SKU12354,11131.5,1
8/1/2020,Sulawesi,SKU12354,10760.2,1
9/1/2020,Sulawesi,SKU12354,10577.1,1
10/1/2020,Sulawesi,SKU12354,10597.5,1
11/1/2020,Sulawesi,SKU12354,12037.3,1
12/1/2020,Sulawesi,SKU12354,14451.1,1
1/1/2021,Sulawesi,SKU12354,15634.8,1
2/1/2021,Sulawesi,SKU12354,13389.2,1
3/1/2021,Sulawesi,SKU12354,13040.5,1
4/1/2021,Sulawesi,SKU12354,13568.8,1
5/1/2021,Sulawesi,SKU12354,11080.8,1
6/1/2021,Sulawesi,SKU12354,11390.5,1
7/1/2021,Sulawesi,SKU12354,14024.6,1
8/1/2021,Sulawesi,SKU12354,16189.1,1
9/1/2021,Sulawesi,SKU12354,18852.7,1
10/1/2021,Sulawesi,SKU12354,17468.2,1
11/1/2021,Sulawesi,SKU12354,17993.7,1
12/1/2021,Sulawesi,SKU12354,16556.6,1
1/1/2022,Sulawesi,SKU12354,16416.8,1
1/1/2019,Sulawesi,SKU12354,9474,0
2/1/2019,Sulawesi,SKU12354,8345.1,0
3/1/2019,Sulawesi,SKU12354,8722.5,0
4/1/2019,Sulawesi,SKU12354,8970.2,0
5/1/2019,Sulawesi,SKU12354,10081.6,0
6/1/2019,Sulawesi,SKU12354,9019.7,0
7/1/2019,Sulawesi,SKU12354,8707.4,0
8/1/2019,Sulawesi,SKU12354,8156.6,0
9/1/2019,Sulawesi,SKU12354,9500.1,0
10/1/2019,Sulawesi,SKU12354,8890.6,0
11/1/2019,Sulawesi,SKU12354,8903.9,0
12/1/2019,Sulawesi,SKU12354,9582.4,0
1/1/2020,Sulawesi,SKU12354,9227.1,0
2/1/2020,Sulawesi,SKU12354,8581.8,0
3/1/2020,Sulawesi,SKU12354,7554.3,0
4/1/2020,Sulawesi,SKU12354,5522.5,1
5/1/2020,Sulawesi,SKU12354,3953.5,1
6/1/2020,Sulawesi,SKU12354,4222.9,1
7/1/2020,Sulawesi,SKU12354,5195.4,1
8/1/2020,Sulawesi,SKU12354,6322.2,1
9/1/2020,Sulawesi,SKU12354,5171.6,1
10/1/2020,Sulawesi,SKU12354,5609,1
11/1/2020,Sulawesi,SKU12354,6205.1,1
12/1/2020,Sulawesi,SKU12354,6572.9,1
1/1/2021,Sulawesi,SKU12354,6078.2,1
2/1/2021,Sulawesi,SKU12354,5546.5,1
3/1/2021,Sulawesi,SKU12354,5375.1,1
4/1/2021,Sulawesi,SKU12354,6329,1
5/1/2021,Sulawesi,SKU12354,6184.2,1
6/1/2021,Sulawesi,SKU12354,6774.5,1
7/1/2021,Sulawesi,SKU12354,6827.2,1
8/1/2021,Sulawesi,SKU12354,7136.6,1
9/1/2021,Sulawesi,SKU12354,8393.2,1
10/1/2021,Sulawesi,SKU12354,9905.6,1
11/1/2021,Sulawesi,SKU12354,10063.7,1
12/1/2021,Sulawesi,SKU12354,9698.7,1
1/1/2022,Sulawesi,SKU12354,9727.5,1
1/1/2019,Sulawesi,SKU12354,3498.5,0
2/1/2019,Sulawesi,SKU12354,2985.8,0
3/1/2019,Sulawesi,SKU12354,2670.9,0
4/1/2019,Sulawesi,SKU12354,3069,0
5/1/2019,Sulawesi,SKU12354,2779.3,0
6/1/2019,Sulawesi,SKU12354,1994.2,0
7/1/2019,Sulawesi,SKU12354,3026,0
8/1/2019,Sulawesi,SKU12354,4005.1,0
9/1/2019,Sulawesi,SKU12354,4024.3,0
10/1/2019,Sulawesi,SKU12354,4138.4,0
11/1/2019,Sulawesi,SKU12354,4069.2,0
12/1/2019,Sulawesi,SKU12354,4531.4,0
1/1/2020,Sulawesi,SKU12354,4385.3,0
2/1/2020,Sulawesi,SKU12354,4207.3,0
3/1/2020,Sulawesi,SKU12354,4405.3,0
4/1/2020,Sulawesi,SKU12354,4138.9,1
5/1/2020,Sulawesi,SKU12354,3281.6,1
6/1/2020,Sulawesi,SKU12354,3173.7,1
7/1/2020,Sulawesi,SKU12354,2526.2,1
8/1/2020,Sulawesi,SKU12354,2489.5,1
9/1/2020,Sulawesi,SKU12354,2977.7,1
10/1/2020,Sulawesi,SKU12354,3746.2,1
11/1/2020,Sulawesi,SKU12354,3930.1,1
12/1/2020,Sulawesi,SKU12354,4010.9,1
1/1/2021,Sulawesi,SKU12354,4117.7,1
2/1/2021,Sulawesi,SKU12354,4325,1
3/1/2021,Sulawesi,SKU12354,5172.4,1
4/1/2021,Sulawesi,SKU12354,4715.4,1
5/1/2021,Sulawesi,SKU12354,5078.4,1
6/1/2021,Sulawesi,SKU12354,5123.6,1
7/1/2021,Sulawesi,SKU12354,6355.1,1
8/1/2021,Sulawesi,SKU12354,6175,1
9/1/2021,Sulawesi,SKU12354,6552.7,1
10/1/2021,Sulawesi,SKU12354,7181.6,1
11/1/2021,Sulawesi,SKU12354,7694.8,1
12/1/2021,Sulawesi,SKU12354,7965.2,1
1/1/2022,Sulawesi,SKU12354,8246.3,1
1/1/2019,Sulawesi,sku6543,9701.4,0
2/1/2019,Sulawesi,sku6543,8849.5,0
3/1/2019,Sulawesi,sku6543,9591.6,0
4/1/2019,Sulawesi,sku6543,10133.1,0
5/1/2019,Sulawesi,sku6543,10264.8,0
6/1/2019,Sulawesi,sku6543,9680,0
7/1/2019,Sulawesi,sku6543,10704.8,0
8/1/2019,Sulawesi,sku6543,10853.1,0
9/1/2019,Sulawesi,sku6543,10467.2,0
10/1/2019,Sulawesi,sku6543,11002.4,0
11/1/2019,Sulawesi,sku6543,10175.4,0
